ABATACEPT	3400926884376
NITRENDIPINE	3400937243070;3400934860034;3400933003753;3400937150828;3400936143982;3400937301183;3400937147927;3400934859892;3400933003692;3400937300933;3400937196772;3400937242820;3400934866647;3400934848209;3400936143814;3400937147866
NIZATIDINE	3400933092702;3400933092641
NOMEGESTROL	3400938280241;3400938691870;3400936453708;3400939016207;3400938323917;3400938172799;3400938692532;3400936557246;3400932661121;3400938173451;3400938280241;3400938691870;3400936453708;3400939016207;3400938323917;3400938172799;3400938692532;3400936557246;3400932661121;3400938173451;3400935846228
NORDAZEPAM	3400932729579;3400932729630
NORETHISTERONE	3400930861080;3400930861080;3400935847928;3400933145552;3400934879944;3400932548828;3400932549368;3400932026326;3400932026494;3400932549139
OLANZAPINE	3400939174723;3400939369952;3400939898049;3400939371214;3400938347111;3400949399611;3400938636413;3400938346978;3400939372273;3400939370613;3400926827946;3400938820065;3400939527932;3400938638073;3400938347401;3400949399321;3400938637243;3400939668031;3400939480244;3400939454689;3400949506552;3400939527642;3400939369204;3400939528762;3400941879753;3400922144559;3400938348170;3400949399260;3400939454511;3400939454221;3400939368832;3400949399499;3400949434190;3400939479873;3400949398959;3400922415413;3400938348460;3400939454979;3400922144498;3400922144320;3400949399550;3400941511967;3400949505203;3400939454399;3400949988631;3400949253968;3400922414980;3400939672861;3400937545730;3400941879173;3400939371962;3400939897738;3400949398379;3400949398430;3400949505432;3400949398720;3400949433599;3400949399031;3400921691115;3400935454386;3400934712722;3400949990351;3400949504022;3400939455051;3400949399840;3400949504190;3400939368542;3400949503940;3400938640892;3400941512858;3400939554785;3400935454218;3400949507092;3400949447909;3400949504251;3400922414690;3400938808988;3400935537164;3400938639025;3400939671741;3400939668901;3400949399789;3400934238017;3400922099972;3400938641905;3400934237706;3400949507443;3400939175324;3400939514284;3400939529882;3400949930968;3400949454761;3400938808179;3400926827137;3400949989690;3400922100494;3400939513164;3400939666259;3400949446728;3400922414751;3400939545103;3400949507153;3400927604362;3400939544441
OLMESARTAN	3400936294547;3400937401401;3400937206631;3400937207232;3400936295087;3400937402170;3400937207461;3400937207003;3400936232624;3400937401869;3400937402002;3400937207690;3400937402460;3400937206921;3400936232105;3400936233164;3400937401630;3400938854305;3400938854473;3400938857894;3400938854015;3400938858495;3400938858266;3400938854183;3400938857436;3400938853872;3400938857726;3400938854763;3400938858037;3400935024466;3400937222020;3400937221139;3400937221078;3400937221429;3400937222259;3400937222198;3400935024756;3400937221368;3400935024817;3400935024695;3400935024527;3400937221948;3400935024237;3400935023926;3400935023865
OMEPRAZOLE	3400936884397;3400939656724;3400936287792;3400936287914;3400949767786;3400949761173;3400949769278;3400936672710;3400938408416;3400934081095;3400949767908;3400936324336;3400926951306;3400936290235;3400936290815;3400949761463;3400936672888;3400936668577;3400936887299;3400936747272;3400938407525;3400936287853;3400936287273;3400936388499;3400936290754;3400939540948;3400936887350;3400926954376;3400936886759;3400949768967;3400936290525;3400936288683;3400936883796;3400936883857;3400949758562;3400934130106;3400936862746;3400936280939;3400926954086;3400936290174;3400936583610;3400936886810;3400936583559;3400927846847;3400936287105;3400936583498;3400936668119;3400949758333;3400934130045;3400927817922;3400926953775;3400936290693;3400936290464;3400934081446;3400934081217;3400936673250;3400936483163;3400936673311;3400949763535;3400927818172;3400936668638;3400949762415;3400936323964;3400936388550;3400926951535;3400936672949;3400939541198;3400949766666;3400936286214;3400936804784;3400949760053;3400936862685;3400949758791;3400949762644;3400934097126;3400936668409;3400936668058;3400949765256;3400936288744;3400936483743;3400936388611;3400936482913;3400936483682;3400949763993;3400949761005;3400939656953;3400936288515;3400936281240;3400936668348;3400936282421;3400936747333;3400936673540;3400936806627;3400936287044;3400949755370;3400936674370;3400949754021;3400936290006;3400949759804;3400927607325;3400927817861;3400936668287;3400936484283;3400949769049;3400936672659;3400934097935;3400936804845;3400936673489;3400934096983;3400936484115;3400927607615;3400934098017;3400949766208;3400936325166;3400936281189;3400939541549;3400939541488;3400949757381;3400949755141;3400927818004;3400949766376;3400936805385;3400949765027;3400936325395;3400936805217;3400936483514;3400939816074;3400936805736;3400936805446;3400936887411;3400936291584;3400939815763;3400939815824;3400936484344;3400936805965;3400936324565;3400949763764;3400936747562;3400939541778;3400936803954;3400949757152;3400939656892;3400949755202;3400936677104;3400936284661;3400936325227;3400936676961;3400936673601;3400936284432;3400936673830;3400936676732;3400936282940;3400936677043;3400936282889;3400936291645;3400936674431;3400936673779;3400949753949;3400936324626;3400936674080;3400936325746;3400936804036;3400936291706
ONDANSETRON	3400934165634;3400934394522;3400938043488;3400937863148;3400938136661;3400937818834;3400933539283;3400937972178;3400938284263;3400937972000;3400936163683;3400937636261;3400938134650;3400937686877;3400937763271;3400934388088;3400937061209;3400937636322;3400939490878;3400937815642;3400939490939;3400938240030;3400934394980;3400927369001;3400936163805;3400936162044;3400939491301;3400938284034;3400934394812;3400937819954;3400937635660;3400937686938;3400934394461;3400937635431;3400936164116;3400933539344;3400938043549;3400937815581;3400937819893;3400937862608;3400949914999;3400938238549;3400938238600;3400949915071;3400938239898;3400937862257;3400937616331;3400939491530;3400937863209;3400937615969;3400937862318;3400937616560;3400937763103;3400937615679;3400927369179;3400927369230;3400937819084;3400927369469
OXACILLINE	3400932842971;3400931935605;3400930152263
OXATOMIDE	3400932741175;3400932741236
OXAZEPAM	3400935887559;3400930959695
OXCARBAZEPINE	3400935790125;3400939867403;3400935357243;3400937978781;3400937982863;3400939675763;3400939867571;3400935357472;3400937983464;3400922366005;3400922368016;3400922368993;3400935357014
OXETORONE	3400931808534
OXITRIPTAN	3400933338022
OXOMEMAZINE	3400949191482;3400949164639;3400949215300;3400921764246;3400949215188;3400937307628;3400935957849;3400949269129;3400949221271;3400949244454;3400922400792;3400949246694;3400949215539;3400936895454;3400922400853;3400949215478;3400949246755;3400949246236;3400949246816
OXPRENOLOL	3400937147576;3400937180115;3400937180344;3400937147576;3400937180115;3400937180344;3400932356959
OXYCODONE	3400936242388;3400938458732;3400927889370;3400935429483;3400938458442;3400935421500;3400938042597;3400938042887;3400938460223;3400927890031;3400938459852;3400927889721;3400936242159;3400927889080;3400936690349;3400938042139;3400935422279;3400927888601;3400935420909;3400936241909
OXYMETAZOLINE	3400930084564;3400930819968
OXYTETRACYCLINE	3400932981410
PALIPERIDONE	3400941766589;3400941766701;3400941766930;3400941766879;3400941766640
PANTOPRAZOLE	3400939030562;3400939257679;3400939524450;3400949117963;3400949117154;3400939307220;3400939072326;3400937974769;3400939524689;3400949118793;3400934606182;3400949011544;3400922403526;3400937530880;3400939151601;3400939320755;3400937974820;3400939030104;3400938776140;3400939307459;3400939257440;3400939307688;3400939255729;3400935584700;3400939072555;3400934707230;3400934706639;3400934706868;3400938785654;3400937530941;3400949116324;3400939307749;3400939322186;3400949014156;3400934606533;3400926766351;3400926766870;3400922403816;3400935974419;3400949011834;3400949336456;3400938776379;3400939320816;3400935973467;3400949337347;3400949014217;3400926766580;3400938784305;3400939072784;3400938784015;3400937531191;3400939151779;3400939079820;3400934705519;3400934475818;3400939144917;3400938785364;3400926765750;3400939307510;3400949337286;3400939030623;3400939321936;3400939072845;3400934455827;3400949336517;3400938782462;3400941610073;3400938781052;3400939080130;3400938278170;3400949116263;3400935584878;3400938785074;3400939322018;3400939307398;3400937974998;3400938778380;3400922402406;3400938277920;3400941610424;3400941611834;3400938703979;3400939151250;3400939389882;3400939213385;3400939213156;3400941609244;3400939030272;3400939073095;3400938268584;3400939030333;3400949337118;3400939079998;3400939389653;3400938780802;3400939388243;3400935584410;3400938277579;3400941608292;3400939154732;3400935583987;3400938268706;3400938277869;3400938778502;3400939152080;3400935585301;3400939146287;3400938782004;3400938782172;3400939145228;3400935584069;3400934705229;3400939320694;3400939213217;3400941607981;3400939321646;3400941609824;3400939151489;3400938703740;3400939271286;3400939074276;3400939146348;3400933839932;3400939388472;3400939074566;3400939255439;3400939075228;3400938277340;3400938778151;3400939213095;3400939146577;3400939321707
PARAFFINE	3400930629352;3400930588567;3400933917227;3400926692100;3400926674359;3400927835841;3400934044595;3400927838682;3400926782498;3400927838514
PAROXETINE	3400949815494;3400935998712;3400937974240;3400936011250;3400937427425;3400941503405;3400937187329;3400941503573;3400937416719;3400936854703;3400937426763;3400937426992;3400937795449;3400936392113;3400939340456;3400933525385;3400936974449;3400936953857;3400928005038;3400937417310;3400934928604;3400936392342;3400936687509;3400936011311;3400937426473;3400936772465;3400938670479
PAZOPANIB	3400949131341;3400949131570;3400949131631
PEG-INTERFERON ALFA-2A	3400935257727;3400935257147;3400935257376;3400935256546;3400935256027;3400921716979;3400935995988;3400926980511;3400921717341;3400921718171;3400921716801;3400935996121;3400935995810;3400935996060
PENTAMIDINE	3400933228910
PERAMPANEL	3400926776237;3400926776985;3400926776008;3400926776756;3400926776527
PERGOLIDE	3400933808655;3400933808426;3400933808136
PERINDOPRIL TERT-BUTYLAMINE	3400933105570;3400938869552;3400949780105;3400939533674;3400949780563;3400936292246;3400949007462;3400949403325;3400939399300;3400939401812;3400933104801;3400938868722;3400933105860;3400938869842;3400949000012;3400939464565;3400933104160;3400939401690;3400936660762;3400936250314;3400949005222;3400937652759;3400933104399;3400921689273;3400933105051;3400935041784;3400934690686;3400935042217;3400935045119;3400935045638;3400936660304;3400949778782;3400949779505;3400938622805;3400939394855;3400937653299;3400937653589;3400936292475;3400921690682;3400939464916;3400937646086;3400936659582;3400927840753;3400938619492;3400949015276;3400949779215;3400938869033;3400939399188;3400949221851;3400949222162;3400938908916;3400936293137;3400938481853;3400949891436;3400934689918;3400936659872;3400949778492;3400949009015;3400921694017;3400937646376;3400937652469;3400927943232;3400927943461;3400927943751;3400938909517;3400938910575;3400936293427;3400933106461;3400935038944;3400937645195;3400937645485;3400938619843;3400927839863;3400927840463;3400931109761;3400939394626;3400949001439;3400927943812;3400927944123;3400949016747;3400949016808;3400933106690;3400949912179;3400938485417;3400949019410;3400933102449;3400933103279;3400933103569;3400938944525;3400939533445;3400939533506;3400938945584;3400938946185;3400938911176;3400949004331;3400949004560;3400934689048;3400935038593;3400936658752;3400936659063;3400927942921;3400938950496;3400938951158;3400938951738;3400949403554;3400949404155;3400949404384;3400949911929;3400949912001;3400949000258;3400949015108;3400949008872;3400927839405;3400931109181;3400938623284;3400931110132;3400927841293;3400927841583;3400938485066;3400938626018;3400938626476;3400938482393;3400949008704;3400949008933;3400938793819;3400934508967;3400939292397;3400939294001;3400949355785;3400939295701;3400939197555;3400938794649;3400939295350;3400926905170;3400949355266;3400949352883;3400934508677;3400949356157;3400938794298;3400939293578;3400939289908;3400926904340;3400939297071;3400939297590;3400939291857;3400934507038;3400949353194;3400939194882;3400949354726;3400949100644;3400938793468;3400939288147;3400939197036;3400926904630;3400934507328;3400939315492;3400949101016;3400937823456;3400934509100;3400939197906;3400935628916;3400949102884;3400934509339;3400939290447;3400926809737;3400949730827;3400926808907;3400939315843;3400937823227;3400949731947;3400935628855;3400949351183;3400939196664;3400937824286;3400949102426;3400937824057;3400926904869;3400949731718;3400949731077;3400926809157;3400926810047;3400949350872
PHENOBARBITAL	3400932896271;3400930022290;3400930057131;3400932896103;3400930554968;3400930425077;3400930425367;3400930425138;3400933133085
PHENOXYMETHYLPENICILLINE	3400931949152;3400931810315;3400932827084;3400932826605
PHENYLBUTAZONE	3400930302200;3400930163498
PHENYLEPHRINE	3400932172146;3400930213049;3400932172085
PHENYTOINE	3400930303030
PHOLCODINE	3400935845276;3400935721518;3400936266513;3400933960049;3400933946432
PIMOZIDE	3400931307204;3400931307143
PINDOLOL	3400932242665;3400937146746;3400937147057;3400930542613;3400932242436;3400932242665;3400937146746;3400937147057;3400930542613;3400932242436;3400937180573;3400932337859
PIOGLITAZONE	3400937738378;3400935563248;3400937168809;3400935563538;3400937169110;3400935563248;3400937168809;3400935563538;3400937169110
PIPAMPERONE	3400930323199;3400931300458
PIPERACILLINE	3400938129397;3400936919440;3400936919211;3400938123135
PIPERAQUINE	3400921751987
PIPOBROMAN	3400934872730
PIPOTIAZINE	3400931419716;3400931419136;3400931404866;3400931372318
PIRETANIDE	3400933222475
PIRFENIDONE	3400941688485;3400941688317
PIRIBEDIL	3400931890676;3400931086086
